ball_x,ball_y,ball_x_vel,ball_y_vel,player_y
79.0,644.5,0.5,0.25,583.0
79.5,644.75,0.5,0.25,583.0
80.0,645.0,0.5,0.25,583.0
80.5,645.25,0.5,0.25,583.0
81.0,645.5,0.5,0.25,583.0
81.5,645.75,0.5,0.25,583.0
82.0,646.0,0.5,0.25,583.0
82.5,646.25,0.5,0.25,583.0
83.0,646.5,0.5,0.25,583.0
83.5,646.75,0.5,0.25,583.0
84.0,647.0,0.5,0.25,583.0
84.5,647.25,0.5,0.25,583.0
85.0,647.5,0.5,0.25,583.0
85.5,647.75,0.5,0.25,583.0
86.0,648.0,0.5,0.25,583.0
86.5,648.25,0.5,0.25,583.0
87.0,648.5,0.5,0.25,583.0
87.5,648.75,0.5,0.25,583.0
88.0,649.0,0.5,0.25,583.0
88.5,649.25,0.5,0.25,583.0
89.0,649.5,0.5,0.25,583.0
89.5,649.75,0.5,0.25,583.0
90.0,650.0,0.5,-0.25,583.0
90.5,649.75,0.5,-0.25,583.0
91.0,649.5,0.5,-0.25,583.0
91.5,649.25,0.5,-0.25,583.0
92.0,649.0,0.5,-0.25,583.0
92.5,648.75,0.5,-0.25,583.0
93.0,648.5,0.5,-0.25,583.0
93.5,648.25,0.5,-0.25,583.0
94.0,648.0,0.5,-0.25,583.0
94.5,647.75,0.5,-0.25,583.0
95.0,647.5,0.5,-0.25,583.0
95.5,647.25,0.5,-0.25,583.0
96.0,647.0,0.5,-0.25,583.0
96.5,646.75,0.5,-0.25,583.0
97.0,646.5,0.5,-0.25,583.0
97.5,646.25,0.5,-0.25,583.0
98.0,646.0,0.5,-0.25,583.0
98.5,645.75,0.5,-0.25,583.0
99.0,645.5,0.5,-0.25,583.0
99.5,645.25,0.5,-0.25,583.0
100.0,645.0,0.5,-0.25,583.0
100.5,644.75,0.5,-0.25,583.0
101.0,644.5,0.5,-0.25,583.0
101.5,644.25,0.5,-0.25,583.0
102.0,644.0,0.5,-0.25,583.0
102.5,643.75,0.5,-0.25,583.0
103.0,643.5,0.5,-0.25,583.0
103.5,643.25,0.5,-0.25,583.0
104.0,643.0,0.5,-0.25,583.0
104.5,642.75,0.5,-0.25,583.0
105.0,642.5,0.5,-0.25,583.0
105.5,642.25,0.5,-0.25,583.0
106.0,642.0,0.5,-0.25,583.0
106.5,641.75,0.5,-0.25,583.0
107.0,641.5,0.5,-0.25,583.0
107.5,641.25,0.5,-0.25,583.0
108.0,641.0,0.5,-0.25,583.0
108.5,640.75,0.5,-0.25,583.0
109.0,640.5,0.5,-0.25,583.0
109.5,640.25,0.5,-0.25,583.0
110.0,640.0,0.5,-0.25,583.0
110.5,639.75,0.5,-0.25,583.0
111.0,639.5,0.5,-0.25,583.0
111.5,639.25,0.5,-0.25,583.0
112.0,639.0,0.5,-0.25,583.0
112.5,638.75,0.5,-0.25,583.0
113.0,638.5,0.5,-0.25,583.0
113.5,638.25,0.5,-0.25,583.0
114.0,638.0,0.5,-0.25,583.0
114.5,637.75,0.5,-0.25,583.0
115.0,637.5,0.5,-0.25,583.0
115.5,637.25,0.5,-0.25,583.0
116.0,637.0,0.5,-0.25,583.0
116.5,636.75,0.5,-0.25,583.0
117.0,636.5,0.5,-0.25,583.0
117.5,636.25,0.5,-0.25,583.0
118.0,636.0,0.5,-0.25,583.0
118.5,635.75,0.5,-0.25,583.0
119.0,635.5,0.5,-0.25,583.0
119.5,635.25,0.5,-0.25,583.0
120.0,635.0,0.5,-0.25,583.0
120.5,634.75,0.5,-0.25,583.0
121.0,634.5,0.5,-0.25,583.0
121.5,634.25,0.5,-0.25,583.0
122.0,634.0,0.5,-0.25,583.0
122.5,633.75,0.5,-0.25,583.0
123.0,633.5,0.5,-0.25,583.0
123.5,633.25,0.5,-0.25,583.0
124.0,633.0,0.5,-0.25,583.0
124.5,632.75,0.5,-0.25,583.0
125.0,632.5,0.5,-0.25,583.0
125.5,632.25,0.5,-0.25,583.0
126.0,632.0,0.5,-0.25,583.0
126.5,631.75,0.5,-0.25,583.0
127.0,631.5,0.5,-0.25,583.0
127.5,631.25,0.5,-0.25,583.0
128.0,631.0,0.5,-0.25,583.0
128.5,630.75,0.5,-0.25,583.0
129.0,630.5,0.5,-0.25,583.0
129.5,630.25,0.5,-0.25,583.0
130.0,630.0,0.5,-0.25,583.0
130.5,629.75,0.5,-0.25,583.0
131.0,629.5,0.5,-0.25,583.0
131.5,629.25,0.5,-0.25,583.0
132.0,629.0,0.5,-0.25,583.0
132.5,628.75,0.5,-0.25,583.0
133.0,628.5,0.5,-0.25,583.0
133.5,628.25,0.5,-0.25,583.0
134.0,628.0,0.5,-0.25,583.0
134.5,627.75,0.5,-0.25,583.0
135.0,627.5,0.5,-0.25,583.0
135.5,627.25,0.5,-0.25,583.0
136.0,627.0,0.5,-0.25,583.0
136.5,626.75,0.5,-0.25,583.0
137.0,626.5,0.5,-0.25,583.0
137.5,626.25,0.5,-0.25,583.0
138.0,626.0,0.5,-0.25,583.0
138.5,625.75,0.5,-0.25,582.0
139.0,625.5,0.5,-0.25,581.0
139.5,625.25,0.5,-0.25,580.0
140.0,625.0,0.5,-0.25,579.0
140.5,624.75,0.5,-0.25,578.0
141.0,624.5,0.5,-0.25,577.0
141.5,624.25,0.5,-0.25,576.0
142.0,624.0,0.5,-0.25,575.0
142.5,623.75,0.5,-0.25,574.0
143.0,623.5,0.5,-0.25,573.0
143.5,623.25,0.5,-0.25,572.0
144.0,623.0,0.5,-0.25,571.0
144.5,622.75,0.5,-0.25,570.0
145.0,622.5,0.5,-0.25,569.0
145.5,622.25,0.5,-0.25,568.0
146.0,622.0,0.5,-0.25,567.0
146.5,621.75,0.5,-0.25,566.0
147.0,621.5,0.5,-0.25,565.0
147.5,621.25,0.5,-0.25,564.0
148.0,621.0,0.5,-0.25,563.0
148.5,620.75,0.5,-0.25,562.0
149.0,620.5,0.5,-0.25,561.0
149.5,620.25,0.5,-0.25,560.0
150.0,620.0,0.5,-0.25,559.0
150.5,619.75,0.5,-0.25,558.0
151.0,619.5,0.5,-0.25,557.0
151.5,619.25,0.5,-0.25,556.0
152.0,619.0,0.5,-0.25,555.0
152.5,618.75,0.5,-0.25,554.0
153.0,618.5,0.5,-0.25,553.0
153.5,618.25,0.5,-0.25,552.0
154.0,618.0,0.5,-0.25,551.0
154.5,617.75,0.5,-0.25,550.0
155.0,617.5,0.5,-0.25,549.0
155.5,617.25,0.5,-0.25,548.0
156.0,617.0,0.5,-0.25,547.0
156.5,616.75,0.5,-0.25,546.0
157.0,616.5,0.5,-0.25,545.0
157.5,616.25,0.5,-0.25,544.0
158.0,616.0,0.5,-0.25,543.0
158.5,615.75,0.5,-0.25,542.0
159.0,615.5,0.5,-0.25,541.0
159.5,615.25,0.5,-0.25,540.0
160.0,615.0,0.5,-0.25,539.0
160.5,614.75,0.5,-0.25,538.0
161.0,614.5,0.5,-0.25,537.0
161.5,614.25,0.5,-0.25,536.0
162.0,614.0,0.5,-0.25,535.0
162.5,613.75,0.5,-0.25,534.0
163.0,613.5,0.5,-0.25,533.0
163.5,613.25,0.5,-0.25,532.0
164.0,613.0,0.5,-0.25,531.0
164.5,612.75,0.5,-0.25,530.0
165.0,612.5,0.5,-0.25,529.0
165.5,612.25,0.5,-0.25,528.0
166.0,612.0,0.5,-0.25,527.0
166.5,611.75,0.5,-0.25,526.0
167.0,611.5,0.5,-0.25,525.0
167.5,611.25,0.5,-0.25,524.0
168.0,611.0,0.5,-0.25,523.0
168.5,610.75,0.5,-0.25,522.0
169.0,610.5,0.5,-0.25,521.0
169.5,610.25,0.5,-0.25,520.0
170.0,610.0,0.5,-0.25,519.0
170.5,609.75,0.5,-0.25,518.0
171.0,609.5,0.5,-0.25,517.0
171.5,609.25,0.5,-0.25,516.0
172.0,609.0,0.5,-0.25,515.0
172.5,608.75,0.5,-0.25,514.0
173.0,608.5,0.5,-0.25,513.0
173.5,608.25,0.5,-0.25,512.0
174.0,608.0,0.5,-0.25,511.0
174.5,607.75,0.5,-0.25,510.0
175.0,607.5,0.5,-0.25,509.0
175.5,607.25,0.5,-0.25,508.0
176.0,607.0,0.5,-0.25,507.0
176.5,606.75,0.5,-0.25,506.0
177.0,606.5,0.5,-0.25,505.0
177.5,606.25,0.5,-0.25,504.0
178.0,606.0,0.5,-0.25,503.0
178.5,605.75,0.5,-0.25,502.0
179.0,605.5,0.5,-0.25,501.0
179.5,605.25,0.5,-0.25,500.0
180.0,605.0,0.5,-0.25,499.0
180.5,604.75,0.5,-0.25,498.0
181.0,604.5,0.5,-0.25,497.0
181.5,604.25,0.5,-0.25,496.0
182.0,604.0,0.5,-0.25,496.0
182.5,603.75,0.5,-0.25,496.0
183.0,603.5,0.5,-0.25,496.0
183.5,603.25,0.5,-0.25,496.0
184.0,603.0,0.5,-0.25,496.0
184.5,602.75,0.5,-0.25,496.0
185.0,602.5,0.5,-0.25,496.0
185.5,602.25,0.5,-0.25,496.0
186.0,602.0,0.5,-0.25,496.0
186.5,601.75,0.5,-0.25,496.0
187.0,601.5,0.5,-0.25,496.0
187.5,601.25,0.5,-0.25,496.0
188.0,601.0,0.5,-0.25,496.0
188.5,600.75,0.5,-0.25,496.0
189.0,600.5,0.5,-0.25,496.0
189.5,600.25,0.5,-0.25,496.0
190.0,600.0,0.5,-0.25,496.0
190.5,599.75,0.5,-0.25,496.0
191.0,599.5,0.5,-0.25,496.0
191.5,599.25,0.5,-0.25,496.0
192.0,599.0,0.5,-0.25,496.0
192.5,598.75,0.5,-0.25,496.0
193.0,598.5,0.5,-0.25,496.0
193.5,598.25,0.5,-0.25,496.0
194.0,598.0,0.5,-0.25,496.0
194.5,597.75,0.5,-0.25,496.0
195.0,597.5,0.5,-0.25,496.0
195.5,597.25,0.5,-0.25,496.0
196.0,597.0,0.5,-0.25,496.0
196.5,596.75,0.5,-0.25,496.0
197.0,596.5,0.5,-0.25,496.0
197.5,596.25,0.5,-0.25,496.0
198.0,596.0,0.5,-0.25,496.0
198.5,595.75,0.5,-0.25,496.0
199.0,595.5,0.5,-0.25,496.0
199.5,595.25,0.5,-0.25,496.0
200.0,595.0,0.5,-0.25,496.0
200.5,594.75,0.5,-0.25,496.0
201.0,594.5,0.5,-0.25,496.0
201.5,594.25,0.5,-0.25,496.0
202.0,594.0,0.5,-0.25,496.0
202.5,593.75,0.5,-0.25,496.0
203.0,593.5,0.5,-0.25,496.0
203.5,593.25,0.5,-0.25,496.0
204.0,593.0,0.5,-0.25,496.0
204.5,592.75,0.5,-0.25,496.0
205.0,592.5,0.5,-0.25,496.0
205.5,592.25,0.5,-0.25,496.0
206.0,592.0,0.5,-0.25,496.0
206.5,591.75,0.5,-0.25,496.0
207.0,591.5,0.5,-0.25,496.0
207.5,591.25,0.5,-0.25,496.0
208.0,591.0,0.5,-0.25,496.0
208.5,590.75,0.5,-0.25,496.0
209.0,590.5,0.5,-0.25,496.0
209.5,590.25,0.5,-0.25,496.0
210.0,590.0,0.5,-0.25,496.0
210.5,589.75,0.5,-0.25,496.0
211.0,589.5,0.5,-0.25,496.0
211.5,589.25,0.5,-0.25,496.0
212.0,589.0,0.5,-0.25,496.0
212.5,588.75,0.5,-0.25,496.0
213.0,588.5,0.5,-0.25,496.0
213.5,588.25,0.5,-0.25,496.0
214.0,588.0,0.5,-0.25,496.0
214.5,587.75,0.5,-0.25,496.0
215.0,587.5,0.5,-0.25,496.0
215.5,587.25,0.5,-0.25,496.0
216.0,587.0,0.5,-0.25,496.0
216.5,586.75,0.5,-0.25,496.0
217.0,586.5,0.5,-0.25,496.0
217.5,586.25,0.5,-0.25,496.0
218.0,586.0,0.5,-0.25,496.0
218.5,585.75,0.5,-0.25,496.0
219.0,585.5,0.5,-0.25,496.0
219.5,585.25,0.5,-0.25,496.0
220.0,585.0,0.5,-0.25,496.0
220.5,584.75,0.5,-0.25,496.0
221.0,584.5,0.5,-0.25,496.0
221.5,584.25,0.5,-0.25,496.0
222.0,584.0,0.5,-0.25,496.0
222.5,583.75,0.5,-0.25,496.0
223.0,583.5,0.5,-0.25,496.0
223.5,583.25,0.5,-0.25,496.0
224.0,583.0,0.5,-0.25,496.0
224.5,582.75,0.5,-0.25,496.0
225.0,582.5,0.5,-0.25,496.0
225.5,582.25,0.5,-0.25,496.0
226.0,582.0,0.5,-0.25,496.0
226.5,581.75,0.5,-0.25,496.0
227.0,581.5,0.5,-0.25,496.0
227.5,581.25,0.5,-0.25,496.0
228.0,581.0,0.5,-0.25,496.0
228.5,580.75,0.5,-0.25,496.0
229.0,580.5,0.5,-0.25,496.0
229.5,580.25,0.5,-0.25,496.0
230.0,580.0,0.5,-0.25,496.0
230.5,579.75,0.5,-0.25,496.0
231.0,579.5,0.5,-0.25,496.0
231.5,579.25,0.5,-0.25,496.0
232.0,579.0,0.5,-0.25,496.0
232.5,578.75,0.5,-0.25,496.0
233.0,578.5,0.5,-0.25,496.0
233.5,578.25,0.5,-0.25,496.0
234.0,578.0,0.5,-0.25,496.0
234.5,577.75,0.5,-0.25,496.0
235.0,577.5,0.5,-0.25,496.0
235.5,577.25,0.5,-0.25,496.0
236.0,577.0,0.5,-0.25,496.0
236.5,576.75,0.5,-0.25,496.0
237.0,576.5,0.5,-0.25,496.0
237.5,576.25,0.5,-0.25,496.0
238.0,576.0,0.5,-0.25,496.0
238.5,575.75,0.5,-0.25,496.0
239.0,575.5,0.5,-0.25,496.0
239.5,575.25,0.5,-0.25,496.0
240.0,575.0,0.5,-0.25,496.0
240.5,574.75,0.5,-0.25,496.0
241.0,574.5,0.5,-0.25,496.0
241.5,574.25,0.5,-0.25,496.0
242.0,574.0,0.5,-0.25,496.0
242.5,573.75,0.5,-0.25,496.0
243.0,573.5,0.5,-0.25,496.0
243.5,573.25,0.5,-0.25,496.0
244.0,573.0,0.5,-0.25,496.0
244.5,572.75,0.5,-0.25,496.0
245.0,572.5,0.5,-0.25,496.0
245.5,572.25,0.5,-0.25,496.0
246.0,572.0,0.5,-0.25,496.0
246.5,571.75,0.5,-0.25,496.0
247.0,571.5,0.5,-0.25,496.0
247.5,571.25,0.5,-0.25,496.0
248.0,571.0,0.5,-0.25,496.0
248.5,570.75,0.5,-0.25,496.0
249.0,570.5,0.5,-0.25,496.0
249.5,570.25,0.5,-0.25,496.0
250.0,570.0,0.5,-0.25,496.0
250.5,569.75,0.5,-0.25,496.0
251.0,569.5,0.5,-0.25,496.0
251.5,569.25,0.5,-0.25,496.0
252.0,569.0,0.5,-0.25,496.0
252.5,568.75,0.5,-0.25,496.0
253.0,568.5,0.5,-0.25,496.0
253.5,568.25,0.5,-0.25,496.0
254.0,568.0,0.5,-0.25,496.0
254.5,567.75,0.5,-0.25,496.0
255.0,567.5,0.5,-0.25,496.0
255.5,567.25,0.5,-0.25,496.0
256.0,567.0,0.5,-0.25,496.0
256.5,566.75,0.5,-0.25,496.0
257.0,566.5,0.5,-0.25,496.0
257.5,566.25,0.5,-0.25,496.0
258.0,566.0,0.5,-0.25,496.0
258.5,565.75,0.5,-0.25,496.0
259.0,565.5,0.5,-0.25,496.0
259.5,565.25,0.5,-0.25,496.0
260.0,565.0,0.5,-0.25,496.0
260.5,564.75,0.5,-0.25,496.0
261.0,564.5,0.5,-0.25,496.0
261.5,564.25,0.5,-0.25,496.0
262.0,564.0,0.5,-0.25,496.0
262.5,563.75,0.5,-0.25,496.0
263.0,563.5,0.5,-0.25,496.0
263.5,563.25,0.5,-0.25,496.0
264.0,563.0,0.5,-0.25,496.0
264.5,562.75,0.5,-0.25,496.0
265.0,562.5,0.5,-0.25,496.0
265.5,562.25,0.5,-0.25,496.0
266.0,562.0,0.5,-0.25,496.0
266.5,561.75,0.5,-0.25,496.0
267.0,561.5,0.5,-0.25,496.0
267.5,561.25,0.5,-0.25,496.0
268.0,561.0,0.5,-0.25,496.0
268.5,560.75,0.5,-0.25,496.0
269.0,560.5,0.5,-0.25,496.0
269.5,560.25,0.5,-0.25,496.0
270.0,560.0,0.5,-0.25,496.0
270.5,559.75,0.5,-0.25,496.0
271.0,559.5,0.5,-0.25,496.0
271.5,559.25,0.5,-0.25,496.0
272.0,559.0,0.5,-0.25,496.0
272.5,558.75,0.5,-0.25,496.0
273.0,558.5,0.5,-0.25,496.0
273.5,558.25,0.5,-0.25,496.0
274.0,558.0,0.5,-0.25,496.0
274.5,557.75,0.5,-0.25,496.0
275.0,557.5,0.5,-0.25,496.0
275.5,557.25,0.5,-0.25,496.0
276.0,557.0,0.5,-0.25,496.0
276.5,556.75,0.5,-0.25,496.0
277.0,556.5,0.5,-0.25,496.0
277.5,556.25,0.5,-0.25,496.0
278.0,556.0,0.5,-0.25,496.0
278.5,555.75,0.5,-0.25,496.0
279.0,555.5,0.5,-0.25,496.0
279.5,555.25,0.5,-0.25,496.0
280.0,555.0,0.5,-0.25,496.0
280.5,554.75,0.5,-0.25,496.0
281.0,554.5,0.5,-0.25,496.0
281.5,554.25,0.5,-0.25,496.0
282.0,554.0,0.5,-0.25,496.0
282.5,553.75,0.5,-0.25,496.0
283.0,553.5,0.5,-0.25,496.0
283.5,553.25,0.5,-0.25,496.0
284.0,553.0,0.5,-0.25,496.0
284.5,552.75,0.5,-0.25,496.0
285.0,552.5,0.5,-0.25,496.0
285.5,552.25,0.5,-0.25,496.0
286.0,552.0,0.5,-0.25,496.0
286.5,551.75,0.5,-0.25,496.0
287.0,551.5,0.5,-0.25,496.0
287.5,551.25,0.5,-0.25,496.0
288.0,551.0,0.5,-0.25,496.0
288.5,550.75,0.5,-0.25,496.0
289.0,550.5,0.5,-0.25,496.0
289.5,550.25,0.5,-0.25,496.0
290.0,550.0,0.5,-0.25,496.0
290.5,549.75,0.5,-0.25,496.0
291.0,549.5,0.5,-0.25,496.0
291.5,549.25,0.5,-0.25,496.0
292.0,549.0,0.5,-0.25,496.0
292.5,548.75,0.5,-0.25,496.0
293.0,548.5,0.5,-0.25,496.0
293.5,548.25,0.5,-0.25,496.0
294.0,548.0,0.5,-0.25,496.0
294.5,547.75,0.5,-0.25,496.0
295.0,547.5,0.5,-0.25,496.0
295.5,547.25,0.5,-0.25,496.0
296.0,547.0,0.5,-0.25,496.0
296.5,546.75,0.5,-0.25,495.0
297.0,546.5,0.5,-0.25,494.0
297.5,546.25,0.5,-0.25,493.0
298.0,546.0,0.5,-0.25,492.0
298.5,545.75,0.5,-0.25,491.0
299.0,545.5,0.5,-0.25,490.0
299.5,545.25,0.5,-0.25,489.0
300.0,545.0,0.5,-0.25,488.0
300.5,544.75,0.5,-0.25,487.0
301.0,544.5,0.5,-0.25,486.0
301.5,544.25,0.5,-0.25,485.0
302.0,544.0,0.5,-0.25,484.0
302.5,543.75,0.5,-0.25,483.0
303.0,543.5,0.5,-0.25,482.0
303.5,543.25,0.5,-0.25,481.0
304.0,543.0,0.5,-0.25,480.0
304.5,542.75,0.5,-0.25,479.0
305.0,542.5,0.5,-0.25,478.0
305.5,542.25,0.5,-0.25,477.0
306.0,542.0,0.5,-0.25,476.0
306.5,541.75,0.5,-0.25,475.0
307.0,541.5,0.5,-0.25,474.0
307.5,541.25,0.5,-0.25,473.0
308.0,541.0,0.5,-0.25,472.0
308.5,540.75,0.5,-0.25,471.0
309.0,540.5,0.5,-0.25,470.0
309.5,540.25,0.5,-0.25,469.0
310.0,540.0,0.5,-0.25,468.0
310.5,539.75,0.5,-0.25,467.0
311.0,539.5,0.5,-0.25,466.0
311.5,539.25,0.5,-0.25,465.0
312.0,539.0,0.5,-0.25,464.0
312.5,538.75,0.5,-0.25,463.0
313.0,538.5,0.5,-0.25,462.0
313.5,538.25,0.5,-0.25,461.0
314.0,538.0,0.5,-0.25,460.0
314.5,537.75,0.5,-0.25,459.0
315.0,537.5,0.5,-0.25,458.0
315.5,537.25,0.5,-0.25,457.0
316.0,537.0,0.5,-0.25,456.0
316.5,536.75,0.5,-0.25,455.0
317.0,536.5,0.5,-0.25,454.0
317.5,536.25,0.5,-0.25,453.0
318.0,536.0,0.5,-0.25,452.0
318.5,535.75,0.5,-0.25,451.0
319.0,535.5,0.5,-0.25,450.0
319.5,535.25,0.5,-0.25,449.0
320.0,535.0,0.5,-0.25,448.0
320.5,534.75,0.5,-0.25,447.0
321.0,534.5,0.5,-0.25,446.0
321.5,534.25,0.5,-0.25,445.0
322.0,534.0,0.5,-0.25,444.0
322.5,533.75,0.5,-0.25,443.0
323.0,533.5,0.5,-0.25,442.0
323.5,533.25,0.5,-0.25,441.0
324.0,533.0,0.5,-0.25,440.0
324.5,532.75,0.5,-0.25,439.0
325.0,532.5,0.5,-0.25,438.0
325.5,532.25,0.5,-0.25,438.0
326.0,532.0,0.5,-0.25,438.0
326.5,531.75,0.5,-0.25,438.0
327.0,531.5,0.5,-0.25,438.0
327.5,531.25,0.5,-0.25,438.0
328.0,531.0,0.5,-0.25,438.0
328.5,530.75,0.5,-0.25,438.0
329.0,530.5,0.5,-0.25,438.0
329.5,530.25,0.5,-0.25,438.0
330.0,530.0,0.5,-0.25,438.0
330.5,529.75,0.5,-0.25,438.0
331.0,529.5,0.5,-0.25,438.0
331.5,529.25,0.5,-0.25,438.0
332.0,529.0,0.5,-0.25,438.0
332.5,528.75,0.5,-0.25,438.0
333.0,528.5,0.5,-0.25,438.0
333.5,528.25,0.5,-0.25,438.0
334.0,528.0,0.5,-0.25,438.0
334.5,527.75,0.5,-0.25,438.0
335.0,527.5,0.5,-0.25,438.0
335.5,527.25,0.5,-0.25,438.0
336.0,527.0,0.5,-0.25,438.0
336.5,526.75,0.5,-0.25,438.0
337.0,526.5,0.5,-0.25,438.0
337.5,526.25,0.5,-0.25,438.0
338.0,526.0,0.5,-0.25,438.0
338.5,525.75,0.5,-0.25,438.0
339.0,525.5,0.5,-0.25,438.0
339.5,525.25,0.5,-0.25,438.0
340.0,525.0,0.5,-0.25,438.0
340.5,524.75,0.5,-0.25,438.0
341.0,524.5,0.5,-0.25,438.0
341.5,524.25,0.5,-0.25,438.0
342.0,524.0,0.5,-0.25,438.0
342.5,523.75,0.5,-0.25,438.0
343.0,523.5,0.5,-0.25,438.0
343.5,523.25,0.5,-0.25,438.0
344.0,523.0,0.5,-0.25,438.0
344.5,522.75,0.5,-0.25,438.0
345.0,522.5,0.5,-0.25,438.0
345.5,522.25,0.5,-0.25,438.0
346.0,522.0,0.5,-0.25,438.0
346.5,521.75,0.5,-0.25,438.0
347.0,521.5,0.5,-0.25,438.0
347.5,521.25,0.5,-0.25,438.0
348.0,521.0,0.5,-0.25,438.0
348.5,520.75,0.5,-0.25,438.0
349.0,520.5,0.5,-0.25,438.0
349.5,520.25,0.5,-0.25,438.0
350.0,520.0,0.5,-0.25,438.0
350.5,519.75,0.5,-0.25,438.0
351.0,519.5,0.5,-0.25,438.0
351.5,519.25,0.5,-0.25,438.0
352.0,519.0,0.5,-0.25,438.0
352.5,518.75,0.5,-0.25,438.0
353.0,518.5,0.5,-0.25,438.0
353.5,518.25,0.5,-0.25,438.0
354.0,518.0,0.5,-0.25,438.0
354.5,517.75,0.5,-0.25,438.0
355.0,517.5,0.5,-0.25,438.0
355.5,517.25,0.5,-0.25,438.0
356.0,517.0,0.5,-0.25,438.0
356.5,516.75,0.5,-0.25,438.0
357.0,516.5,0.5,-0.25,438.0
357.5,516.25,0.5,-0.25,438.0
358.0,516.0,0.5,-0.25,438.0
358.5,515.75,0.5,-0.25,438.0
359.0,515.5,0.5,-0.25,438.0
359.5,515.25,0.5,-0.25,438.0
360.0,515.0,0.5,-0.25,438.0
360.5,514.75,0.5,-0.25,438.0
361.0,514.5,0.5,-0.25,438.0
361.5,514.25,0.5,-0.25,438.0
362.0,514.0,0.5,-0.25,437.0
362.5,513.75,0.5,-0.25,436.0
363.0,513.5,0.5,-0.25,435.0
363.5,513.25,0.5,-0.25,434.0
364.0,513.0,0.5,-0.25,433.0
364.5,512.75,0.5,-0.25,432.0
365.0,512.5,0.5,-0.25,431.0
365.5,512.25,0.5,-0.25,430.0
366.0,512.0,0.5,-0.25,429.0
366.5,511.75,0.5,-0.25,428.0
367.0,511.5,0.5,-0.25,427.0
367.5,511.25,0.5,-0.25,426.0
368.0,511.0,0.5,-0.25,425.0
368.5,510.75,0.5,-0.25,424.0
369.0,510.5,0.5,-0.25,423.0
369.5,510.25,0.5,-0.25,422.0
370.0,510.0,0.5,-0.25,421.0
370.5,509.75,0.5,-0.25,420.0
371.0,509.5,0.5,-0.25,419.0
371.5,509.25,0.5,-0.25,418.0
372.0,509.0,0.5,-0.25,417.0
372.5,508.75,0.5,-0.25,416.0
373.0,508.5,0.5,-0.25,415.0
373.5,508.25,0.5,-0.25,414.0
374.0,508.0,0.5,-0.25,413.0
374.5,507.75,0.5,-0.25,412.0
375.0,507.5,0.5,-0.25,411.0
375.5,507.25,0.5,-0.25,410.0
376.0,507.0,0.5,-0.25,409.0
376.5,506.75,0.5,-0.25,408.0
377.0,506.5,0.5,-0.25,407.0
377.5,506.25,0.5,-0.25,406.0
378.0,506.0,0.5,-0.25,405.0
378.5,505.75,0.5,-0.25,404.0
379.0,505.5,0.5,-0.25,403.0
379.5,505.25,0.5,-0.25,402.0
380.0,505.0,0.5,-0.25,401.0
380.5,504.75,0.5,-0.25,400.0
381.0,504.5,0.5,-0.25,399.0
381.5,504.25,0.5,-0.25,398.0
382.0,504.0,0.5,-0.25,397.0
382.5,503.75,0.5,-0.25,396.0
383.0,503.5,0.5,-0.25,395.0
383.5,503.25,0.5,-0.25,394.0
384.0,503.0,0.5,-0.25,393.0
384.5,502.75,0.5,-0.25,393.0
385.0,502.5,0.5,-0.25,393.0
385.5,502.25,0.5,-0.25,393.0
386.0,502.0,0.5,-0.25,393.0
386.5,501.75,0.5,-0.25,393.0
387.0,501.5,0.5,-0.25,393.0
387.5,501.25,0.5,-0.25,393.0
388.0,501.0,0.5,-0.25,393.0
388.5,500.75,0.5,-0.25,393.0
389.0,500.5,0.5,-0.25,393.0
389.5,500.25,0.5,-0.25,393.0
390.0,500.0,0.5,-0.25,393.0
390.5,499.75,0.5,-0.25,393.0
391.0,499.5,0.5,-0.25,393.0
391.5,499.25,0.5,-0.25,393.0
392.0,499.0,0.5,-0.25,393.0
392.5,498.75,0.5,-0.25,393.0
393.0,498.5,0.5,-0.25,393.0
393.5,498.25,0.5,-0.25,393.0
394.0,498.0,0.5,-0.25,393.0
394.5,497.75,0.5,-0.25,393.0
395.0,497.5,0.5,-0.25,393.0
395.5,497.25,0.5,-0.25,393.0
396.0,497.0,0.5,-0.25,393.0
396.5,496.75,0.5,-0.25,393.0
397.0,496.5,0.5,-0.25,393.0
397.5,496.25,0.5,-0.25,393.0
398.0,496.0,0.5,-0.25,393.0
398.5,495.75,0.5,-0.25,393.0
399.0,495.5,0.5,-0.25,393.0
399.5,495.25,0.5,-0.25,393.0
400.0,495.0,0.5,-0.25,393.0
400.5,494.75,0.5,-0.25,393.0
401.0,494.5,0.5,-0.25,393.0
401.5,494.25,0.5,-0.25,393.0
402.0,494.0,0.5,-0.25,393.0
402.5,493.75,0.5,-0.25,393.0
403.0,493.5,0.5,-0.25,393.0
403.5,493.25,0.5,-0.25,393.0
404.0,493.0,0.5,-0.25,393.0
404.5,492.75,0.5,-0.25,393.0
405.0,492.5,0.5,-0.25,393.0
405.5,492.25,0.5,-0.25,393.0
406.0,492.0,0.5,-0.25,393.0
406.5,491.75,0.5,-0.25,393.0
407.0,491.5,0.5,-0.25,393.0
407.5,491.25,0.5,-0.25,393.0
408.0,491.0,0.5,-0.25,393.0
408.5,490.75,0.5,-0.25,393.0
409.0,490.5,0.5,-0.25,393.0
409.5,490.25,0.5,-0.25,393.0
410.0,490.0,0.5,-0.25,393.0
410.5,489.75,0.5,-0.25,393.0
411.0,489.5,0.5,-0.25,393.0
411.5,489.25,0.5,-0.25,393.0
